SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-00450503,01/25/2017,Front,,Open,REAR SIDE DOOR,Vacant,false,true,9438,S,LANGLEY,AVE,60619,1182565.1682054,1842468.25722112,9,6,49,41.722942234263776,-87.60687612772276,"(41.722942234263776, -87.60687612772276)"
Vacant/Abandoned Building,17-00453497,01/25/2017,,,,,,,,1139,E,93RD,ST,60619,1185540.50309634,1843546.84137161,8,4,47,41.72583257441803,-87.59594406623198,"(41.72583257441803, -87.59594406623198)"
Vacant/Abandoned Building,17-00458001,01/25/2017,Front,,Open,BACK AND SIDE,Vacant,false,false,1304,E,73RD,ST,60619,1186183.54738136,1856862.01938056,8,3,43,41.76235563713811,-87.59316905619073,"(41.76235563713811, -87.59316905619073)"
Vacant/Abandoned Building,17-00449801,01/25/2017,Front,,Boarded,INFESTED WITH RACCOONS,Vacant,false,false,1249,W,72ND,PL,60636,1169138.79257063,1856702.59007017,6,7,67,41.76230361934889,-87.65564484910735,"(41.76230361934889, -87.65564484910735)"
Vacant/Abandoned Building,17-00453037,01/25/2017,Front,,Open,,Vacant,false,false,3529,W,LE MOYNE,ST,60651,1152558.42610651,1909742.21470123,26,14,23,41.90819349144205,-87.71501535456424,"(41.90819349144205, -87.71501535456424)"
Vacant/Abandoned Building,17-00464141,01/25/2017,Front,,Open,FRONT & REAR,Vacant,false,false,4824,W,MONROE,ST,60644,1144255.57029006,1899225.31003182,28,15,25,41.87949408623208,-87.74578069222743,"(41.87949408623208, -87.74578069222743)"
Vacant/Abandoned Building,17-00461748,01/25/2017,Front,,Boarded,N/A,Vacant,false,false,2054,N,PULASKI,RD,60639,1149379.19237381,1913437.97012026,26,25,20,41.918397291772216,-87.72659828844799,"(41.918397291772216, -87.72659828844799)"
Vacant/Abandoned Building,17-00478163,01/26/2017,Front,,Open,,Vacant,false,true,1556,E,93RD,ST,60619,1188190.1418948,1843622.55103113,8,4,48,41.72597763561519,-87.58623600402213,"(41.72597763561519, -87.58623600402213)"
Vacant/Abandoned Building,17-00478880,01/26/2017,Front,,Open,,Vacant,false,false,11130,S,EGGLESTON,AVE,60628,1175273.79016909,1831098.06557575,34,22,49,41.691906538548,-87.63392181382378,"(41.691906538548, -87.63392181382378)"
Vacant/Abandoned Building,17-00477140,01/26/2017,Front,,Boarded,,Vacant,false,false,3036,N,KOSTNER,AVE,60641,1146520.38498501,1919828.72308341,31,25,20,41.93598914106992,-87.73693854896854,"(41.93598914106992, -87.73693854896854)"
Vacant/Abandoned Building,17-00478038,01/26/2017,Front,,Boarded,,Vacant,false,false,2130,E,71ST,ST,60649,1191752.48441019,1858278.58170714,5,3,43,41.76610949041901,-87.572712555912,"(41.76610949041901, -87.572712555912)"
Vacant/Abandoned Building,17-00478044,01/26/2017,Front,,Boarded,,Vacant,false,false,2122,E,71ST,ST,60649,1191666.78441019,1858276.78170714,5,3,43,41.7661066302608,-87.57302672935062,"(41.7661066302608, -87.57302672935062)"
Vacant/Abandoned Building,17-00481569,01/26/2017,Front,,Open,FRONT,Vacant,false,true,512,E,90TH,ST,60619,1181233.11998334,1845417.90018191,9,6,44,41.73106715435863,-87.61166465972433,"(41.73106715435863, -87.61166465972433)"
Vacant/Abandoned Building,17-00477502,01/26/2017,Front,,Open,FRONT DOOR,Vacant,false,false,9221,S,AVALON,AVE,60619,1186149.00519607,1844086.93219063,8,4,47,41.72730031770421,-87.59369811483857,"(41.72730031770421, -87.59369811483857)"
Vacant/Abandoned Building,17-00473559,01/26/2017,Rear,,Open,BACK DOOR AND WINDOWS,Vacant,false,false,8013,S,WOODLAWN,AVE,60619,1185604.5509795,1852105.74380489,8,4,45,41.74931760575322,-87.59544064920394,"(41.74931760575322, -87.59544064920394)"
Vacant/Abandoned Building,17-00474899,01/26/2017,Rear,,Open,,Vacant,false,true,7939,S,ELLIS,AVE,60619,1184269.80307806,1852568.37978129,8,6,44,41.750618433766945,-87.60031719494418,"(41.750618433766945, -87.60031719494418)"
Vacant/Abandoned Building,17-00474801,01/26/2017,,,,,,,,1435,S,KARLOV,AVE,60623,1149283.19226764,1892826.24180307,24,10,29,41.86183836367305,-87.72748569956902,"(41.86183836367305, -87.72748569956902)"
Vacant/Abandoned Building,17-00474865,01/26/2017,Front,,Boarded,,Vacant,false,false,6000,S,INDIANA,AVE,60637,1178625.90591778,1865274.50512274,20,3,40,41.78561548426102,-87.6206130956763,"(41.78561548426102, -87.6206130956763)"
Vacant/Abandoned Building,17-00475575,01/26/2017,Front,,Open,FRONT DOOR,Vacant,false,true,7950,S,LAFLIN,ST,60620,1167718.105225,1851970.701625,21,6,71,41.74934926952967,-87.66098740560095,"(41.74934926952967, -87.66098740560095)"
Vacant/Abandoned Building,17-00480803,01/26/2017,Rear,,Open,BACK,Vacant,false,true,6340,S,KENWOOD,AVE,60637,1186161.55963315,1863227.30151105,20,3,42,41.77982305456887,-87.59304883630269,"(41.77982305456887, -87.59304883630269)"
Vacant/Abandoned Building,17-00482044,01/26/2017,Front,,Open,FRONT DOOR,Vacant,false,true,6407,S,WINCHESTER,AVE,60636,1164456.87713032,1862171.35261748,15,7,67,41.777410583523206,-87.67265078489235,"(41.777410583523206, -87.67265078489235)"
Vacant/Abandoned Building,17-00478377,01/26/2017,Front,,Open,FRONT,Vacant,false,false,5560,S,PRINCETON,AVE,60621,1175235.12878755,1868011.08056735,3,7,68,41.7932013878626,-87.63296345594398,"(41.7932013878626, -87.63296345594398)"
Vacant/Abandoned Building,17-00478427,01/26/2017,Front,,Boarded,FRONT,Vacant,false,false,5514,S,PRINCETON,AVE,60621,1175227.5217111,1868279.55389395,3,7,68,41.79393827608362,-87.63298333009338,"(41.79393827608362, -87.63298333009338)"
Vacant/Abandoned Building,17-00472615,01/26/2017,Front,,Open,,Vacant,false,false,1414,W,72ND,PL,60636,1168108.36579556,1856673.47862725,17,7,67,41.76224594835615,-87.65942234266747,"(41.76224594835615, -87.65942234266747)"
Vacant/Abandoned Building,17-00475653,01/26/2017,,,,,,,,3343,W,GRAND,AVE,60651,1153853.41997284,1906685.26752108,27,11,23,41.8997792333067,-87.71033973522641,"(41.8997792333067, -87.71033973522641)"
Vacant/Abandoned Building,17-00475654,01/26/2017,,,,,,,,3333,W,GRAND,AVE,60651,1153917.11997284,1906651.86752108,27,11,23,41.89968631098477,-87.71010665457763,"(41.89968631098477, -87.71010665457763)"
Vacant/Abandoned Building,17-00494368,01/27/2017,Front,,Open,BACK ENTRANCE,Vacant,false,true,8533,S,SAGINAW,AVE,60617,1195310.57656607,1848905.76637928,7,4,46,41.74030269058829,-87.5599799586523,"(41.74030269058829, -87.5599799586523)"
